"VGC id","Name","Platform","Notes","Cart","Box","Manual","Other","Purchased Price","Purchased Date","Added"
"17466","White Knight Chronicles - International Edition","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:16:46"
"65926","Wii Fit","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:40:21"
"11320","Wii Fit Plus","Wii [NA]","","No","No","No","No","","0000-00-00","2017-01-28 20:47:51"
"16322","Wii Play","Wii [NA]","","No","No","No","No","","0000-00-00","2017-01-28 20:43:33"
"2093","WinBack: Covert Operations","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:03:02"
"44128","WipeOut: The Game","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:41:54"
"67678","Wipeout: The Game","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-12 10:45:46"
"91439","Wishbringer","PC [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-11-02 23:44:10"
"5678","Wizards & Warriors (3 screw cartridge, oval seal)","Nintendo Entertainment System [US]","","Yes","No","No","No","0.00","0000-00-00","2015-10-18 16:07:11"
"12452","Wolverine: Adamantium Rage","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:53:39"
"4887","Wonder Boy in Monster World","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:50:17"
"15446","World Class Baseball","TurboGrafx-16 [NA]","10","Yes","Yes","Yes","No","6.47","2016-03-04","2016-03-05 19:16:54"
"15575","World Court Tennis","TurboGrafx-16 [NA]","None","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-07-18 19:45:50"
"15575","World Court Tennis","TurboGrafx-16 [NA]","NIB","Yes","Yes","Yes","Yes","30.00","0000-00-00","2018-03-15 21:11:23"
"118201","World of Final Fantasy - Day One Edition","PlayStation Vita [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-16 18:43:18"
"7824","Worms World Party","PlayStation [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-19 17:13:15"
"8413","Worms World Party","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:12:33"
"2199","WWE WrestleMania X8","GameCube [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:10:15"
"9632","X-Men (Special Edition Poster Inside)","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:50:45"
"5630","Xenophobe","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:36:11"
"1192","Xenosaga Episode I: Der Wille zur Macht","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:04:03"
"12790","Xevious","Atari 7800 [NA]","","No","No","No","No","","0000-00-00","2017-03-21 16:00:40"
"12790","Xevious","Atari 7800 [NA]","","No","No","No","No","","0000-00-00","2015-10-11 23:07:42"
"9350","Xybots","Atari Lynx [NA]","None","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-21 16:02:14"
"10988","Yo' Bro","TurboGrafx-16 [NA]","","No","No","No","No","","0000-00-00","2018-02-13 01:41:54"
"12469","Yoshi's Safari","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2016-01-13 09:01:53"
"61835","Yoshi's Woolly World","Wii U [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:51:17"
"10994","Ys Book I & II","TurboGrafx-CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:03:35"
"14018","Ys III: Wanderers from Ys","TurboGrafx-CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:03:35"
"38823","Ys: Memories of Celceta","PlayStation Vita [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"38823","Ys: Memories of Celceta","PlayStation Vita [NA]","","No","No","No","No","","0000-00-00","2016-03-03 08:29:34"
"15080","Zack & Wiki: Quest for Barbaros' Treasure","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:51:31"
"56451","Zak Mc Kracken","PC [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-11-03 18:28:24"
"10873","Zillion II: The Tri Formation","Sega Master System [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:59:34"
"9923","Zombies Ate My Neighbors","Super Nintendo [NA]","","Yes","No","Yes","Yes","0.00","0000-00-00","2018-11-11 19:04:39"
"1324","Zone of the Enders","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:03:32"
"10643","Zoom!","Sega Genesis [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-12 10:52:42"
"12475","Zoop","Super Nintendo [NA]","","Yes","No","No","No","0.00","0000-00-00","2017-02-12 10:45:00"
"33517","Zumba Fitness Core","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:39:40"
